Title,Artist,Lyrics
Ah-Choo,Lovelyz,"

Masissneun geol haejugo sipeun
Geureon sarami nan saenggyeosseo
Ajik yorineun jal moshajiman
Na yeonseuphago isseoyo
Na geudael wihae mollae gamchwonoheun
Aegyodo issneun geol
Maeil jiruhaji anhge
Usge haejul tende
Neoneun nae mam moreuji

Ah-choo
Neol bomyeon jaechaegiga naol geot gata
Neoman bomyeon haejugopeun yaegiga cham manha
Naui ipsuri
Neomu ganjireowo chamgiga himdeureo
Ah-choo
Nae mame kkoccgaruga tteodaninabwa
Neol wihaeseo haejugopeun ildeuri cham manha
Naui maeumi nae sarangi
Deo isangeun samkigi himdeureo

Dajeonghage kkaeugo sipeun
Geureon sarami nan saenggyeosseo
Achimjami jom manhgin haedo
Jal ireonal su isseoyo
Geu sarami mak jichyeo boil ttaemyeon
Naega deo seulpeun geol
Hoksi naega piryohal ttaen geogi isseojulge
Neoneun nae mam moreuji

Ah-choo
Neol bomyeon jaechaegiga naol geot gata
Neoman bomyeon haejugopeun yaegiga cham manha
Naui ipsuri
Neomu ganjireowo chamgiga himdeureo
Ah-choo
Nae mame kkoccgaruga tteodaninabwa
Neol wihaeseo haejugopeun ildeuri cham manha
Naui maeumi nae sarangi
Deo isangeun samkigi himdeureo

Sojunghan neoui chinguran geu mari
Naneun geu mari cham silhda
Bamsae sseudaman pyeonjiwa
Mal haji moshan nae sarang

Ah-choo
Neol bomyeon jaechaegiga naol geot gata
Neoman bomyeon haejugopeun yaegiga cham manha
Naui ipsuri
Neomu ganjireowo chamgiga himdeureo
Ah-choo
Nae mame kkoccgaruga tteodanina bwa
Neol wihaeseo haejugopeun ildeuri cham manha
Naui maeumi nae sarangi
Deo isangeun samkigi himdeureo

"
I Will Show You,Ailee,"

내가 사준 옷을 걸치고
내가 사준 향술 뿌리고
지금쯤 넌 그녈 만나 또
웃고 있겠지
그렇게 좋았던 거니
날 버리고 떠날 만큼
얼마나 더 어떻게 더
잘 해야 한 거니

너를 아무리 지울래도
함께한 날이 얼마인데
지난 시간이 억울해서
자꾸 눈물이 흐르지만

보여줄게 완전히 달라진 나
보여줄게 훨씬 더 예뻐진 나
바보처럼 사랑 때문에
떠난 너 때문에 울지 않을래

더 멋진 남잘 만나
꼭 보여줄게 너보다 행복한 나
너 없이도 슬프지 않아 무너지지않아
Boy you gotta be aware

산뜻하게 머릴 바꾸고
정성 들여 화장도 하고
하이힐에 짧은 치마
모두 날 돌아봐

우연히 라도 널 만나면
눈이 부시게 웃어주며
놀란 니 모습 뒤로 한 채
또각 또각 걸어가려 해

보여줄게 완전히 달라진 나
보여줄게 훨씬 더 예뻐진 나
바보처럼 사랑 때문에
떠난 너 때문에 울지 않을래

더 멋진 남잘 만나
꼭 보여줄게 너보다 행복한 나
너 없이도 슬프지 않아 무너지지 않아
Boy you gotta be aware

니가 줬던 반질 버리고
니가 썼던 편질 지우고
미련 없이 후회 없이 잊어 줄 거야
너를 잊을래 너를 지울래

보여줄게 완전히 달라진 나
보여줄게 훨씬 더 예뻐진 나
바보처럼 사랑 때문에
떠난 너 때문에 울지 않을래

더 멋진 남잘 만나
꼭 보여줄게 너보다 행복한 나
너 없이도 슬프지 않아 무너지지 않아
Boy you gotta be aware

"
No Make Up,Zion.T,"

[Verse 1]
진하게 화장을 하고
예쁘게 머리를 하고
오늘도 집을 나서는 넌 예뻐 (음?)
높은 구두를 신고
짧은 치마를 입고
있는 너 너무나 아름다워 (but)

[Pre-Hook]
넌 모를 거야
자다가 일어나 살짝 부은 얼굴이 얼마나 예쁜지
넌 모를 거야
자기 전 세수한 니 모습이 얼마나 (예쁜지)

[Hook]
자꾸 거울 보지마
몸무게 신경 쓰지마
넌 그냥 그대로 너무 예쁜 걸
No make up, yeah, no make up, yeah
노 메이크업일 때 제일 예쁜 너

[Verse 2]
빨간색 립스틱보다
투명한 립밤이 좋아
저 하늘 구름보다 자연스러워
어제도 힘들었는지
너무 지쳐 보여 너
이리 와서 내 품에 안겨 babe

[Pre-Hook]
넌 모를 거야
아이라인 없이 웃는 너의 예쁜 눈웃음을
넌 모를 거야
메이크업 베이스 지우면 빛나는 우유빛 피부

[Hook]
자꾸 거울 보지마
몸무게 신경 쓰지마
넌 그냥 그대로 너무 예쁜 걸
No make up, yeah, no make up yeah
노 메이크업일 때 제일 예쁜 너

[Bridge]
아무리 얘기해도 넌 모르겠다고 하지만
(바보 같아)
오늘 내일 다음 날도 매일 말해 주고파
(예쁜 얼굴)

[Hook]
넌 그냥 그대로 너무 예쁜 걸
No make up, yeah, no make up yeah
노 메이크업일 때 제일 예쁜 너

"
Boys and Girls (feat. Babylon),Zico,"

Don't worry
About money
놀자 오빠가 무리할게
넌 그냥 옆에서 편하게
Groove 타기만해 alright
I’m a boy you’re a girl
I’m a boy but you’re a girl
I’m a boy you’re a girl
아름다운 여자는
대접 받아야 해

아는 친구들 불러모아
흥이 많고 사교성
좋은 애들로만
여긴 한국이지만
서구적인 느낌 가득
아 참, 일렉은
절대 안 틀 거야
흠뻑 다 젖어 알콜로
샤워해 ice bucket challenge
저 고주망태는
누가 낚아 챌는지
키는 컸어도
호기심은 미성년
주체 못하는 바람에
주최한 festivity

OH UH OH UH yeah
날 알아봐도 티나게
리액션 하지 말아줘
OH UH OH UH
인스타 업뎃이 목적이면
겉옷 챙겨서 나가줘
OH UH OH UH
안목 있는 누나들
Want to see ma tattoo
전화기 뒤집자
분위기 좋으니까
진지 빠는 즉시 귀가조치야

Don't worry about money
놀자 오빠가 무리할게
넌 그냥 옆에서 편하게
Groove 타기만해 alright
I’m a boy you’re a girl
I’m a boy but you’re a girl
I’m a boy you’re a girl
아름다운 여자는
대접 받아야 해

이 파티에는 대부분이
잘나가니까
섣불리 가오 잡다간
곧바로 망신살
사양 말고 마셔
그건 네 인생샷
아무나 잡고 사진
박아도 네 인생샷
I’m intoxicated
남여남여 나눠 착석해
음탕한 게임 하더라도
밖에선 입 단속해
해 뜨고 네 화장도 뜨고
나 먼저 자리 뜨기
전까지 계속 뜨거

OH UH OH UH yeah
다 망가지는 마당에
고상한 척은 자제해
OH UH OH UH
뜬금없는 일 얘기나
고민 상담은 따로해
OH UH OH UH
흑기사 자처하는
쟤는 무슨 심보
전화기 뒤집자
분위기 좋으니까
진지 빠는 즉시 귀가조치야

Don't worry about money
놀자 오빠가 무리할게
넌 그냥 옆에서 편하게
Groove 타기만해 alright
I’m a boy you’re a girl
I’m a boy but you’re a girl
I’m a boy you’re a girl
아름다운 여자는
대접 받아야 해

Say hello to ma little friends
개념 다 차있지
실수하지 않게 당부해놨지
OH UH OH UH
부담 없이 누리면 돼

Don't worry about money
놀자 오빠가 무리할게
넌 그냥 옆에서 편하게
Groove 타기만해 alright
I’m a boy you’re a girl
I’m a boy but you’re a girl
I’m a boy you’re a girl
아름다운 여자는
대접 받아야 해

"
Wedding Dress,TAEYANG,"

[Intro]
Some say, ""It ain't over ’til it's over,""
But I guess it's really over now
There’s something I gotta say before I let you go
Listen

[Verse 1]
네가 그와 다투고
때론 그 땜에 울고
힘들어할 때면
난 희망을 느끼고
아무도 모르게 맘 아, 아, 아프고
네 작은 미소면 또 담담해지고
네가 혹시나 내 마음을 알게 될까 봐
알아 버리면 우리 멀어지게 될까 봐
난 숨을 죽여
또 입술을 깨물어
제발 그를 떠나 내게 오길

[Hook]
Baby, 제발 그의 손을 잡지 마
'Cause you should be my lady
오랜 시간 기다려 온 날 돌아봐 줘
노래가 울리면
이제 너는 그와 평생을 함께하죠
오늘이 오지 않기를
그렇게 나 매일 밤 기도했는데
네가 입은 wedding dress (dress, dress)
Girl, 네가 입은 wedding dress (내가 아니잖아) (dress, dress)
Wedding dress (dress, dress)
Oh, 네가 입은 wedding dress
Oh no

[Verse 2]
내 맘을 몰라 줬던 네가 너무 미워서
가끔은 네가 불행하길 난 바랐어
이미 내 눈물은 다 마, 마, 마르고
버릇처럼 혼자 너에게 말하고
매일 밤 그렇게 불안했던 걸 보면
난 이렇게 될 거란 걸 알았는지도 몰라
난 눈을 감아, 끝이 없는 꿈을 꿔
제발 그를 떠나 내게 오길

[Hook]
Baby, 제발 그의 손을 잡지 마 (baby) (oh oh oh)
'Cause you should be my lady (lady)
오랜 시간 기다려 온 날 돌아봐 줘 (hey)
노래가 울리면
이제 너는 그와 평생을 함께하죠
오늘이 오지 않기를
그렇게 나 매일 밤 기도했는데
네가 입은 wedding dress (dress, dress)
Girl, 네가 입은 wedding dress (내가 아니잖아) (dress, dress)
Wedding dress (dress, dress)
Oh, 네가 입은 wedding dress
Oh no

[Bridge]
부디 그와 행복해
너를 잊을 수 있게
내 초라했던 모습들은 다 잊어 줘
비록 한동안은 나 죽을 만큼 힘이 들겠지만, no oh
너무 오랜 시간을
착각 속에 홀로 바보처럼 살았죠
아직도 내 그녀는
날 보고 새하얗게 웃고 있는데

[Hook]
네가 입은 wedding dress (oh no) (dress, dress)
Girl, 네가 입은 wedding dress (dress, dress) (입은 wedding dress)
Wedding dress (dress, dress) (should've been me)
Oh, 네가 입은 wedding dress (should've been me, yeah)
Oh no

"
Sea Song,Tears For Fears,"

[Verse 1]
You look different every time
You come from the foam - crested brine
It's your skin shining softly in the moonlight
Partly fish, partly porpoise, partly baby sperm whale
Am I yours? Are you mine to play with?

[Verse 2]
Joking apart, when you're drunk you're terrific
When you're drunk I like you mostly late at night - you're quite alright
But I can't understand the different you in the morning
When it's time to play at being human for a while

[Hook]
We smile
We smile
We smile

[Verse 3]
You'll be different in the spring
I know, you're a seasonal beast
Like the starfish that drift in with the tide, with the tide
So until your blood runs to meet the next full moon
Your madness fits in nicely with my own, with my own
Your lunacy fits neatly with my own, my very own
We're not alone

"
Looking out for You,Joy Again,"

I guess I should stop
Looking out for you
Like I always do
When will you
Start looking out for me too
Instead of leaving me
Staring at my shoes
It’s just the way you’re glancing at me
Something about you
Just makes me feel guilty for
Liking you
When you’re with him
When you’re with him

This is a love song for a girl
Who will never know it’s about her
I know it’s pretty stupid
But I’m much too shy to tell her
She’s beaming that smile
All the while
I’m all choked up on my own throat
I guess there is no hope

And we’re walking out in the snow
I say I guess I
Should go
And we’re talking ‘bout someone else
When we should
Be talking about ourselves
It’s the same old situation
You’ve always got me waiting
Come on dear I think times a wastin’
Before we have to go back inside
And return to our normal lives

This is a love song for a girl
Who will never know it’s about her
I know it’s pretty stupid
But I’m much too shy to tell her
She’s beaming that smile
All the while
I’m all choked up on my own throat
I guess there is no hope

"
Necromancer,Joy Again,"

Oh necromancer, put a spell on me
With kisses so sweet they rot my teeth

Oh necromancer, why are you so far away
Another day rolls by without me kissing your face

Oh girl, won't you meet me in the city
The street lights and corner store signs make you look so pretty

But when will you just be with me
I'm so infatuated, I'd swim across the sea

I guess you're just fading all away
And I guess I have nothing much to say

And you can call me and tell me if you're okay
I just wish I could see you every day

"
Mistakes,Joy Again,"

I can't remember all my mistakes
I'll stay forever if that's what it takes

(Think of the past)
Think of the past and you'll get sick of me
(It doesn't mat-)
It doesn't matter, laying in the meat

It's just a promise no one can make
Stealing from round here, there's not much to take

(Maybe I don't)
Maybe I don't know responsibility
(Maybe I'm done)
Maybe I'm done for, loving all my dreams
(Just trying to find)
I'm floating on the stormy sea
(I'm floating on)
Just trying to find something nice to eat

"
Strangest Eyes,Part Time,"

[Verse 1]
Hey little girl, you've got me wrapped up
In your mystery
We've known each other for, quite sometime
But still it's so hard to see

[Chorus]
Stranger's eyes, eyes
You've got them
Stranger's eyes, eyes
You've got them
Stranger's eyes, eyes
You've got them
Stranger's eyes, eyes
Stranger's eyes
You've got them
Stranger's eyes, eyes
You've got them
Stranger's eyes, eyes
Stranger's eyes, eyes

[Verse 2]
Under your skin it's easy to see
The things that you hide
Don't you worry 'bout, what I think
Tell me what's on your mind
I've got the feeling that there's something not right
'Cause you won't let me near
You take my hand, and you, show me love
But still, something's not here

[Chorus]

"
It's Elizabeth,Part Time,"

Send up that phone, hey
It's Elizabeth
Let's share that thing that I love the best
All day when there's so much worry on my mind
Well, well, well

Hey, we can have fun
She said
Hey, it's Elizabeth
Got time to worry 'bout what I want next
No time for the rich
Look inside my mind
Yeah, yeah, yeah

There's something all around me
Something I can feel
Something complicates me
Is this feeling real?

I look at my phone, it's
Hey, it's Elizabeth
I think to myself
How much I love her best
Worry on my mind, yeah you weigh so heavy in the night
Well, well, well

I look at my phone
It's Elizabeth
You know I love her best
There's nothing else that matters
She's a [?]

There's something all around me
Something breaks my heart
I can't understand it
From the start

"
Pussy of my Dreams,Part Time,"

Not so long ago
I was a boy without a chance
My heart turned to rubble
With every girl that I'd meet

In all of my life
I wish you longed for my love
Who can give me endless pleasures
In ways I couldn't solve

I was searching in the city
Deserts high, coast to coast
When I saw your loving
With a face like a ghost

Spoke in many rhythms
'Til we held each other tight
She satisfies my every need
And pleases my appetites

[Chorus x3]
She's the pussy of my dreams
And it satisfies me all night
She's got the pussy of my dreams
I tell her it's all tight
You're the pussy of my dreams
And I will always treat you right

"
I Love Seattle,Tacocat,"

Did you hear that the world is ending?
Right here right where we stand
At least no one's pretending
Like that would even be bad

Uh oh, made it through the winter
Uh oh, summer too warm
I wouldn't live anywhere else but
Don't say you weren't warned

Ooooh, beautiful Seattle
Ah, fall into the sea
Earthquake, tsunami
There's still no place I'd rather be

Earthquake, tsunami
There's still no place I'd rather be

Can you see the world is ending?
Reptiles, take it in stride
It's still worth defending
Outside, yelling at the tide

Uh oh, top left-hand corner
Evacuation route
Hard science, hard changes
No substitute

Ooooh, beautiful Seattle
Ah, fall into the sea
Earthquake, tsunami
There's still no place I'd rather be

Earthquake, tsunami
There's still no place I'd rather be

Did you hear that the world is  ending?
Yeah, yeah, we already know
Where would you want to be
When the fault line goes

Uh oh, made it through the winter
Uh oh, summer too warm
I wouldn't live anywhere else but
Don't say you weren't warned

Ooooh, beautiful Seattle
Ah, fall into the sea
Earthquake, tsunami
There's still no place I'd rather be

Shapeshifters, programming
There's still no place I'd rather be

"
Dark as Days,Army Navy,"

Can we go
Cause I'm always searching for more
And it never makes it clear than it was before
I can see that the disco lights of the dreams
But we'll never dream of to make us tough

But I won't ever believe it till I melt inside
I won't ever be free until I let you die
Yeah I never believed in the power
It slips away
I always needed a plan to dislocate

I can see that you're probably springing from me
If your making a clear get away
My get away

But I won't ever believe it till I melt inside
I won't ever be free until I let you die
Yeah I never believed in the power
It slips away
I always needed a plan to dislocate

Yeah I never believed in the power
It slips away
I always believed when the nights are as dark as days

Yeah I never believed in the power
It slips away
I always needed a plan

Yeah I never believed in the power
It slips away
I always needed a plan to dislocate
Yeah I never believed in the power it slips away
I always believed when the nights are as dark as days

"
End It Now!,The Lonely Forest,"

What if I swallowed all these pills at once?
What if I'd never been born, what if Germany had won the war?

Maybe this plane is destined to crash
The pilot's perfect smile a wreck on the dash

Is there an end?
Is there an end? Where are you?

Is there an end?
Is there an end? I'm leaving it up to the skies

Is there an end?
Is there an end? Where are you?

Is there an end?
Is there an end?
Is there an end?
Is there an end?

I've found the list of questions goes on, I think I might as well stop
Or I'll be questioning unanswerable 'til I drop
The scientist must lead a miserable life, studying gravity and infinite space
How much can one linear mind really know?

Is there an end?
Is there an end? Where are you?

Is there an end?
Is there an end? I'm leaving it up to the skies

Is there an end?
Is there an end? Where are you?

Is there an end?
Is there an end?
Is there an end?
Is there an end?

Ah ah ah

End it now!
End it now!
End it now!
End it now!

End it now!
End it now!
End it now!
End it now!

"
Signs,Bloc Party,"

[Verse 1]
Two ravens in the old oak tree
And one for you and one for me
And bluebells in the late December
I see signs now all the time
The last time we slept together
There was something that was not there
You never wanted to alarm me
But I'm the one that's drowning now

[Verse 2]
I can sleep forever these days
Cause in my dreams I see you again
But this time-fleshed out fuller face
In your confirmation dress
It was so like you to visit me
To let me know you were okay
It was so like you to visit me
You're always worried about someone else

[Bridge]
At your funeral I was so upset
So, so upset
In your life you were larger than this
Statue statuesque

[Chorus](x2)
I see signs now all the time
That you're not dead, you're sleeping
I believe in anything
That brings you back home to me

"
Big Decisions,My Morning Jacket,"

[Verse 1]
Sit'n round wondering just what the hell to do with your life
Only get one chance but you seem to always think twice
And I'm getting so tired of trying to always be nice

[Pre-Chorus]
You're sweet and sincere, but so ruled by fear

[Chorus]
What do you want me to do?
Make all the big decisions for you?
Cause I can't
Well I can't

[Verse 2]
I don't quite feel like faking it again tonight
Don't really feel like saying everything is alright

[Pre-Chorus]
You're sweet and sincere, but so ruled by fear

[Chorus]
What do you want me to do?
Make all the big decisions for you?
What do you want me to do?
Make all the big decisions for you?
Well I can't
Well I can't

[Bridge]
Go on do it
If you really, really mean it
Oh don't just hold back then regret it

[Pre-Chorus]
You're sweet and sincere, but so ruled by fear

[Chorus]
What do you want me to do?
Make all the big decisions for you?
What do you want me to do?
Make all the big decisions for you?
Well I can't
Well I can't

"
Luv,Antwon,"

[Intro]
Booty club
Do that shit

[Hook]
Show me love
In the booty club
Private dance
I'mma get a hug
Tidal wave, bad bitches offer drugs
I don't care
I'm just here to fall in love

Summer's eve
Summer breeze
Some are dressed pink flesh demon eyes
What's in my eyes [?]
Even when we find each other we deep in disguise
Tell me do you bring light right under my soul
Do you burn dark circles I feel outta control
I got baggage so do you
All the signals get confused
So we sippin' cold drank until the world feel you
Feel me?

[Hook]

How could I be the one
Many men text date throughout play
Sittin' alone, call into work, say you sick (sick)
Sick of nigga shit (shit)
Sick and tired, spent (spent)
Feeling lonely, why should I begin
So I can fill a void
Feel happy just like my friends (friends)
But inside they dying cause them drugs just kicked in
(off of work)
Now they wanna function

[Hook 2x]

"
Life Is What You Make It,Antwon,"

[Verse 1: Antwon]
This that mixed race motherfucker, eating shrimp and ??? in town
You ain't my world, I ain't your kickstand
We was on the video games till we discovered weed
High as fuck playing GTA
My Auntie gave me the money, just to get something to eat
Cause my Moms didn't get paid till the end of the week
My favorite shit was to skate around the block
Moms would yell out the window if the street got too dark
My homie Ofido had the black box of Sega channels
I would walk to his house, summertime sandals
Used to dance around the house like I was Michael
Couldn't shoot the J's so I tried to dunk like Michael
I knew a kid named Bobby, he had a brother named Michael
Used to kiss the girls on the hands, by that motorcycle
I never knew what life had planned but what I know now, I understand, that

(Hook)
Life is what you make it
That life is what you make it
That life is what you make it
That life is what you make it

[Verse 2]
Young fat nigga buying clothes off the clearance rack
Double X, I guess I really like snacks
Soda was my shit until I started drinking
Give a fuck about nothing, what the fuck was I thinking
Probably make it in this rap biz, can I live?
Wanted to get laid but all the chicks was busy having kids
Parliament got men on the block going crazy, when he leave the spot the place probably 180
I remember when I first got my dick sucked, she was trying to front like saying her mouth ain't married
I was so damn careless, drunk at 16
Blacking out, even barfing in my sleep
Used to spange for the change just to get something to eat
Didn't want to go home, no longer my mommas baby
Trying to keep from going crazy
But maybe its my destiny, because

(Hook)

"
